timestamp,posX,posY,yaw,roll,pitch,control_velocity,steering
2024_02_12_12_32_38_151,0.001301944,1.022405e-06,-5.657891e-05,7.498808e-07,0.0088968,1.223,0.0
2024_02_12_12_32_38_188,0.01170695,7.622841e-07,-0.0002386029,1.907565e-06,0.006916152,1.223,0.0
2024_02_12_12_32_38_222,0.03114688,8.437877e-07,-0.0002405456,1.143397e-07,0.005808305,1.223,0.0
2024_02_12_12_32_38_259,0.05991688,8.717225e-07,-0.0002609334,-1.80165e-06,0.005145141,1.223,0.0
2024_02_12_12_32_38_297,0.09518141,1.020323e-06,-0.0002611861,7.354807e-08,0.004881151,1.223,0.0
2024_02_12_12_32_38_330,0.1289813,1.183026e-06,-0.0002611374,-8.066312e-07,0.004873551,1.223,0.0
2024_02_12_12_32_38_368,0.1703612,1.393475e-06,-0.00025596,4.468708e-07,0.005018242,1.223,0.0
2024_02_12_12_32_38_405,0.2123604,1.592476e-06,-0.0002567516,1.930805e-06,0.005249271,1.223,0.0
2024_02_12_12_32_38_443,0.2566531,1.814179e-06,-0.0002543759,-2.247351e-06,0.005532215,1.223,0.0
2024_02_12_12_32_38_480,0.300529,2.008429e-06,-0.0002554355,-2.355101e-06,0.00582413,1.223,0.0
2024_02_12_12_32_38_517,0.3460964,2.24729e-06,-0.0002519804,-5.977433e-07,0.006122482,1.223,0.0
2024_02_12_12_32_38_550,0.3859451,2.426887e-06,-0.0002527612,-1.968814e-06,0.006371929,1.223,0.0
2024_02_12_12_32_38_588,0.4308283,2.647169e-06,-0.0002533177,-6.991434e-07,0.006635652,1.223,0.0
2024_02_12_12_32_38_622,0.4722016,2.842874e-06,-0.0002551216,-7.797109e-07,0.006860839,1.223,0.0
2024_02_12_12_32_38_659,0.5173182,3.063395e-06,-0.0002486802,8.179049e-07,0.007086234,1.223,0.0
2024_02_12_12_32_38_696,0.5637203,3.266325e-06,-0.0002505335,-3.770955e-08,0.007296402,1.223,0.0
2024_02_12_12_32_38_734,0.6089422,3.476692e-06,-0.0002484782,6.667808e-07,0.007481268,1.223,0.0
2024_02_12_12_32_38_767,0.6505196,3.668049e-06,-0.0002474703,8.714262e-07,0.007635078,1.223,0.0
2024_02_12_12_32_38_805,0.6957788,3.913032e-06,-0.0002439488,-7.343874e-07,0.007786088,1.223,0.0
2024_02_12_12_32_38_838,0.7361529,4.090503e-06,-0.0002465491,1.252665e-06,0.007907116,1.223,0.0
2024_02_12_12_32_38_871,0.7777539,4.276324e-06,-0.0002467354,7.433784e-07,0.008019919,1.223,0.0
2024_02_12_12_32_38_909,0.8230286,4.479487e-06,-0.0002477233,5.727694e-07,0.008130128,1.223,0.0
2024_02_12_12_32_38_947,0.869527,4.711024e-06,-0.0002430777,-8.911765e-07,0.008231069,1.223,0.0
2024_02_12_12_32_38_983,0.9148017,4.916379e-06,-0.0002417008,1.819111e-06,0.008318392,1.223,0.0
2024_02_12_12_32_39_021,0.9613,5.099275e-06,-0.0002426632,4.941638e-06,0.008398321,1.223,0.0
2024_02_12_12_32_39_059,1.006573,5.245123e-06,-0.0002440546,2.188839e-06,0.008467464,1.223,0.0
2024_02_12_12_32_39_097,1.05307,5.452341e-06,-0.000242578,1.013658e-06,0.008530884,1.223,0.0
2024_02_12_12_32_39_133,1.09834,5.659615e-06,-0.0002411564,4.338691e-07,0.008585542,1.223,0.0
2024_02_12_12_32_39_172,1.144834,5.872228e-06,-0.0002405657,5.444116e-07,0.008635522,1.223,0.0
2024_02_12_12_32_39_208,1.190102,6.074248e-06,-0.0002391248,5.659115e-07,0.008678585,1.223,0.0
2024_02_12_12_32_39_247,1.236593,6.267914e-06,-0.0002419222,-6.164258e-07,0.008718224,1.223,0.0
2024_02_12_12_32_39_284,1.28186,6.452215e-06,-0.0002422486,2.359591e-06,0.008752287,1.223,0.0
2024_02_12_12_32_39_317,1.323453,6.602692e-06,-0.0002454382,-1.924428e-06,0.008780362,1.223,0.0
2024_02_12_12_32_39_350,1.363823,6.801629e-06,-0.000242415,-2.312785e-08,0.00880483,1.223,0.0
2024_02_12_12_32_39_389,1.409084,6.982749e-06,-0.0002451843,2.162373e-06,0.008829685,1.223,0.0
2024_02_12_12_32_39_426,1.455567,7.147666e-06,-0.0002476118,-1.321491e-06,0.008852155,1.223,0.0
2024_02_12_12_32_39_459,1.495934,7.30849e-06,-0.0002495178,1.747119e-07,0.008869738,1.223,0.0
2024_02_12_12_32_39_496,1.542415,7.515404e-06,-0.0002487187,6.39576e-07,0.008887892,1.223,0.0
2024_02_12_12_32_39_534,1.587672,7.707444e-06,-0.0002475985,2.049424e-06,0.008903327,1.223,0.0
2024_02_12_12_32_39_572,1.634153,7.900348e-06,-0.0002480235,-1.828745e-06,0.008917364,1.223,0.0
2024_02_12_12_32_39_609,1.679408,8.079648e-06,-0.0002519936,2.356281e-06,0.008929793,1.223,0.0
2024_02_12_12_32_39_642,1.719773,8.234378e-06,-0.0002527519,7.883795e-07,0.00893924,1.223,0.0
