timestamp,posX,posY,yaw,roll,pitch,control_velocity,steering
2024_02_09_23_58_46_132,0.0008556247,1.841051e-06,-2.540572e-05,-1.79019e-06,0.009146217,1.223,0.01653467
2024_02_09_23_58_46_170,0.01020658,-3.437919e-06,0.000834102,-0.003676098,0.007050094,1.223,0.1046997
2024_02_09_23_58_46_202,0.02821374,3.3952e-05,0.003123355,0.0001193096,0.005923013,1.223,0.1046997
2024_02_09_23_58_46_241,0.05613589,0.0001944873,0.006858172,0.0001645834,0.005213102,1.223,0.1046997
2024_02_09_23_58_46_274,0.08687541,0.0005074153,0.01107609,0.000201335,0.004931837,1.223,0.1046997
2024_02_09_23_58_46_312,0.1240717,0.001069868,0.0163369,0.0002354234,0.00489088,1.223,0.1046997
2024_02_09_23_58_46_350,0.165003,0.001922904,0.02224379,0.0002641856,0.005023552,1.223,0.1046997
2024_02_09_23_58_46_386,0.2066167,0.003043213,0.02831792,0.000288154,0.005248367,1.223,0.1046997
2024_02_09_23_58_46_424,0.2505431,0.004503788,0.03477343,0.0003089267,0.005528527,1.223,0.1046997
2024_02_09_23_58_46_461,0.2940737,0.006233774,0.0411991,0.0003265035,0.005819449,1.223,0.1046997
2024_02_09_23_58_46_498,0.3392892,0.008329207,0.04789376,0.0003419499,0.006117864,1.223,0.1046997
2024_02_09_23_58_46_532,0.3788302,0.01041148,0.05376017,0.0003542004,0.006368092,1.223,0.1046997
2024_02_09_23_58_46_570,0.4245634,0.01311121,0.06055549,0.000366451,0.006640149,1.223,0.1046997
2024_02_09_23_58_46_608,0.4692249,0.01604962,0.06720061,0.0003771036,0.006885231,1.223,0.1046997
2024_02_09_23_58_46_645,0.5151696,0.01938453,0.07404333,0.000386691,0.007115816,1.223,0.1046997
2024_02_09_23_58_46_677,0.5551024,0.02254047,0.07999603,0.0003941478,0.007298306,1.223,0.1046997
2024_02_09_23_58_46_715,0.5998904,0.0263654,0.08667844,0.0004016047,0.007484703,1.223,0.1046997
2024_02_09_23_58_46_749,0.6410455,0.03014643,0.09282394,0.0004079963,0.007639445,1.223,0.1046997
2024_02_09_23_58_46_787,0.6858202,0.03455034,0.09951487,0.0004138552,0.007791584,1.223,0.1046997
2024_02_09_23_58_46_819,0.7269464,0.03886244,0.1056657,0.0004186489,0.00791704,1.223,0.1046997
2024_02_09_23_58_46_857,0.7716755,0.04384322,0.1123609,0.0004234426,0.008039761,1.223,0.1046997
2024_02_09_23_58_46_895,0.8175814,0.04927065,0.1192382,0.0004277037,0.00815237,1.223,0.1046997
2024_02_09_23_58_46_932,0.8622426,0.05485898,0.1259356,0.0004314321,0.008250056,1.223,0.1046997
2024_02_09_23_58_46_970,0.9080709,0.0609097,0.1328145,0.0004346279,0.008339358,1.223,0.1046997
2024_02_09_23_58_47_007,0.952651,0.06710389,0.1395118,0.0004378237,0.008416712,1.223,0.1046997
2024_02_09_23_58_47_041,0.9935777,0.07305895,0.1456664,0.0004399542,0.008480594,1.223,0.1046997
2024_02_09_23_58_47_078,1.038071,0.07982546,0.1523642,0.0004426174,0.008542553,1.223,0.1046997
2024_02_09_23_58_47_115,1.083718,0.08708455,0.1592437,0.0004447479,0.008599185,1.223,0.1046997
2024_02_09_23_58_47_153,1.128113,0.09445408,0.1659421,0.0004463458,0.00864803,1.223,0.1046997
2024_02_09_23_58_47_190,1.172457,0.102121,0.17264,0.0004479437,0.008691728,1.223,0.1046997
2024_02_09_23_58_47_228,1.217943,0.1103037,0.1795194,0.0004495416,0.008731684,1.223,0.1046997
2024_02_09_23_58_47_265,1.262176,0.1185715,0.1862183,0.0004506069,0.008765806,1.223,0.1046997
2024_02_09_23_58_47_303,1.307545,0.1273709,0.1930978,0.0004522048,0.008797478,1.223,0.1046997
2024_02_09_23_58_47_341,1.35166,0.1362382,0.1997967,0.0004527374,0.008824535,1.223,0.1046997
2024_02_09_23_58_47_378,1.396905,0.1456524,0.2066768,0.0004538026,0.0088494,1.223,0.1046997
2024_02_09_23_58_47_415,1.440895,0.155118,0.2133746,0.0004548679,0.008870987,1.223,0.1046997
2024_02_09_23_58_47_453,1.486003,0.1651455,0.220253,0.0004554006,0.00889093,1.223,0.1046997
2024_02_09_23_58_47_491,1.529853,0.1752066,0.2269493,0.0004559332,0.0089083,1.223,0.1046997
2024_02_09_23_58_47_524,1.570086,0.1847105,0.2331017,0.0004564658,0.008922216,1.223,0.1046997
2024_02_09_23_58_47_561,1.613802,0.1953335,0.2397969,0.0004569984,0.008935622,1.223,0.1046997
2024_02_09_23_58_47_594,1.65273,0.205055,0.2457688,0.0004569984,0.008946748,1.223,0.1046997
2024_02_09_23_58_47_632,1.697482,0.2165368,0.2526461,0.0004575311,0.008957513,1.223,0.1046997
2024_02_09_23_58_47_670,1.740981,0.2280122,0.2593413,0.0004580637,0.00896732,1.223,0.1046997
2024_02_09_23_58_47_707,1.78557,0.2401004,0.2662176,0.0004580637,0.008976018,1.223,0.1046997
2024_02_09_23_58_47_745,1.828906,0.2521648,0.2729122,0.0004585963,0.008983402,1.223,0.1046997
2024_02_09_23_58_47_781,1.873331,0.2648571,0.279789,0.0004585963,0.008990436,1.223,0.1046997
2024_02_09_23_58_47_819,1.916498,0.2775084,0.2864837,0.000459129,0.008996486,1.223,0.1046997
2024_02_09_23_58_47_857,1.960745,0.2908025,0.29336,0.000459129,0.00900189,1.223,0.1046997
2024_02_09_23_58_47_895,2.00374,0.3040388,0.3000562,0.000459129,0.009006415,1.223,0.1046997
2024_02_09_23_58_47_933,2.047805,0.317932,0.3069336,0.0004596616,0.009010989,1.223,0.1046997
2024_02_09_23_58_47_965,2.085992,0.3302427,0.3129055,0.0004596616,0.009014245,1.223,0.1046997
2024_02_09_23_58_48_003,2.129872,0.3447006,0.3197828,0.0004596616,0.009017818,1.223,0.1046997
2024_02_09_23_58_48_040,2.172501,0.3590677,0.3264785,0.0004596616,0.009020549,1.223,0.1046997
2024_02_09_23_58_48_073,2.211588,0.3725215,0.332632,0.0004601942,0.009023052,1.223,0.1046997
